Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,RainTomorrow,idnumber,Results
31-05-16,Calcutta,9.4,19.4,0.0,,,ESE,39.0,NE,15.0,76.0,1029.0,,12.5,Yes,27854,1
01-06-16,Calcutta,12.4,18.8,12.2,,,SE,22.0,SSW,11.0,97.0,1028.7,,13.3,No,61289,0
02-06-16,Calcutta,12.3,19.1,0.0,,,SSE,37.0,SSW,11.0,89.0,1026.4,,14.5,Yes,17007,1
03-06-16,Calcutta,12.7,19.9,4.2,,,NE,56.0,SE,13.0,91.0,1024.9,,15.2,Yes,41882,1
04-06-16,Calcutta,15.0,20.4,13.8,,,NNE,106.0,NE,35.0,100.0,1014.2,,17.8,Yes,55915,1
05-06-16,Calcutta,16.3,20.0,69.6,,,ENE,98.0,ENE,22.0,100.0,1001.9,,17.9,Yes,42703,1
06-06-16,Calcutta,13.5,19.4,50.8,,,NNW,37.0,W,9.0,65.0,1000.7,,13.9,No,40014,0
07-06-16,Calcutta,11.9,20.1,0.0,,,W,37.0,NW,15.0,70.0,1005.1,,15.2,No,8407,0
08-06-16,Calcutta,12.7,20.3,0.0,,,WNW,30.0,WNW,9.0,65.0,1011.8,,16.1,No,35160,0
09-06-16,Calcutta,15.2,21.7,0.0,,,WNW,46.0,WNW,19.0,59.0,1009.3,,18.4,No,40406,0
10-06-16,Calcutta,13.9,21.5,0.0,,,NW,22.0,NW,7.0,67.0,1017.6,,16.7,No,65066,0
11-06-16,Calcutta,10.5,19.0,0.0,,,SW,39.0,WNW,9.0,57.0,1023.2,,13.6,No,56141,0
12-06-16,Calcutta,11.0,16.2,0.0,,,SW,31.0,SSW,13.0,63.0,1035.4,,11.4,Yes,58749,1
13-06-16,Calcutta,10.3,18.3,1.2,,,W,24.0,ESE,11.0,96.0,1038.4,,11.7,No,62258,0
14-06-16,Calcutta,11.6,23.3,0.0,,,W,20.0,W,4.0,88.0,1036.1,,14.0,No,43144,0
15-06-16,Calcutta,11.1,19.3,0.0,,,W,24.0,S,13.0,75.0,1032.7,,14.0,No,10869,0
16-06-16,Calcutta,11.8,20.4,0.0,,,N,35.0,N,11.0,86.0,1025.3,,16.4,No,3372,0
17-06-16,Calcutta,12.5,19.4,0.0,,,N,39.0,N,17.0,73.0,1018.5,,16.1,Yes,15680,1
18-06-16,Calcutta,15.4,20.7,4.6,,,N,30.0,NW,6.0,94.0,1018.0,,15.5,No,67630,0
19-06-16,Calcutta,14.8,18.9,0.8,,,NNE,65.0,E,22.0,100.0,1015.9,,16.4,Yes,29233,1
20-06-16,Calcutta,15.4,19.5,37.2,,,NW,48.0,NW,7.0,85.0,999.6,,16.0,No,30722,0
21-06-16,Calcutta,13.6,17.9,0.6,,,NW,46.0,WNW,15.0,74.0,1004.6,,14.6,No,71619,0
22-06-16,Calcutta,13.3,19.5,0.0,,,NW,37.0,WNW,11.0,65.0,1005.5,,15.8,No,71005,0
23-06-16,Calcutta,9.2,17.6,0.0,,,N,39.0,NW,11.0,68.0,1012.8,,14.6,No,48482,0
24-06-16,Calcutta,12.3,17.5,0.0,,,WNW,54.0,W,11.0,63.0,1004.3,,15.8,No,69983,0
25-06-16,Calcutta,6.5,13.3,0.0,,,SSW,33.0,SW,9.0,52.0,1018.0,,9.5,No,28173,0
26-06-16,Calcutta,6.0,16.1,0.0,,,WNW,24.0,,7.0,61.0,1020.7,,9.6,No,23133,0
27-06-16,Calcutta,9.3,14.5,0.0,,,W,30.0,WSW,11.0,65.0,1014.9,,10.1,No,8876,0
28-06-16,Calcutta,8.9,15.7,0.2,,,WSW,35.0,SSW,11.0,61.0,1022.1,,10.8,No,10951,0
29-06-16,Calcutta,7.0,17.8,0.0,,,W,24.0,S,11.0,63.0,1027.9,,10.2,No,3306,0
30-06-16,Calcutta,7.6,18.4,0.0,,,NNW,31.0,NNW,11.0,70.0,1021.6,,12.4,No,39611,0
01-07-16,Calcutta,9.9,16.5,0.0,,,W,37.0,WSW,7.0,56.0,1016.6,,13.3,No,76985,0
02-07-16,Calcutta,7.6,16.2,0.0,,,WNW,22.0,SW,6.0,62.0,1025.3,,11.7,No,76257,0
03-07-16,Calcutta,7.1,18.6,0.0,,,N,26.0,SE,6.0,66.0,1026.5,,11.3,No,77593,0
04-07-16,Calcutta,6.5,17.9,0.4,,,NNE,31.0,N,19.0,78.0,1020.7,,11.1,Yes,70518,1
05-07-16,Calcutta,10.7,19.7,1.2,,,NW,39.0,NW,9.0,99.0,1011.8,,11.9,No,18806,0
06-07-16,Calcutta,9.8,16.6,0.4,,,WNW,52.0,WNW,19.0,60.0,1005.6,,13.1,Yes,276,1
07-07-16,Calcutta,12.7,17.7,11.6,,,S,70.0,SW,17.0,100.0,1014.1,,13.8,Yes,1220,1
08-07-16,Calcutta,12.6,14.8,31.6,,,SSE,39.0,WNW,9.0,100.0,1019.1,,13.2,Yes,12757,1
09-07-16,Calcutta,11.3,16.9,5.4,,,SSW,35.0,SW,11.0,86.0,1022.8,,13.5,No,13651,0
10-07-16,Calcutta,11.4,18.6,0.2,,,N,30.0,SE,11.0,92.0,1024.7,,13.4,No,74951,0
11-07-16,Calcutta,13.4,20.7,0.0,,,N,48.0,NNE,22.0,81.0,1015.7,,15.1,No,56635,0
12-07-16,Calcutta,14.6,20.1,0.0,,,NW,52.0,NW,4.0,77.0,1010.5,,17.5,No,30094,0
13-07-16,Calcutta,10.3,14.9,0.0,,,WNW,54.0,W,17.0,42.0,1018.9,,11.2,No,71355,0
14-07-16,Calcutta,5.0,17.1,0.0,,,N,26.0,NW,6.0,56.0,1029.9,,9.6,No,69553,0
15-07-16,Calcutta,5.8,16.6,0.0,,,W,22.0,S,6.0,62.0,1030.4,,9.7,No,57416,0
16-07-16,Calcutta,9.4,17.5,0.0,,,W,26.0,SSW,13.0,72.0,1032.6,,11.6,Yes,49226,1
17-07-16,Calcutta,11.5,19.7,6.4,,,NE,24.0,ENE,13.0,100.0,1030.4,,14.4,Yes,59195,1
18-07-16,Calcutta,12.1,23.5,1.2,,,N,24.0,NW,11.0,100.0,1025.2,,15.1,No,57360,0
19-07-16,Calcutta,15.0,24.6,0.0,,,N,20.0,N,11.0,78.0,1021.7,,18.6,Yes,27929,1
20-07-16,Calcutta,17.3,17.7,10.4,,,SSW,39.0,SW,13.0,100.0,1019.4,,17.5,Yes,63038,1
21-07-16,Calcutta,14.3,19.2,11.6,,,SW,26.0,WSW,9.0,100.0,1018.9,,15.0,No,1855,0
22-07-16,Calcutta,12.7,24.1,0.4,,,NNW,57.0,NNW,11.0,79.0,1010.1,,19.1,Yes,41977,1
23-07-16,Calcutta,14.3,18.0,1.8,,,WNW,50.0,WNW,15.0,44.0,1004.6,,16.1,No,8100,0
24-07-16,Calcutta,6.3,13.6,0.0,,,NNW,28.0,NW,9.0,54.0,1016.0,,8.9,No,46847,0
25-07-16,Calcutta,8.3,17.7,0.0,,,WNW,41.0,WNW,11.0,55.0,1013.8,,13.4,No,24865,0
26-07-16,Calcutta,10.4,19.5,0.0,,,N,37.0,NW,30.0,64.0,1015.6,,13.1,No,53744,0
27-07-16,Calcutta,11.2,19.7,0.0,,,WNW,44.0,W,15.0,58.0,1013.1,,15.0,No,21648,0
28-07-16,Calcutta,8.5,19.0,0.0,,,N,24.0,NW,7.0,61.0,1024.3,,12.8,No,64048,0
29-07-16,Calcutta,7.1,18.8,0.0,,,WNW,20.0,ENE,2.0,63.0,1023.0,,11.2,No,47722,0
30-07-16,Calcutta,8.1,18.9,0.0,,,W,24.0,S,13.0,66.0,1022.6,,12.2,No,24509,0
31-07-16,Calcutta,10.8,19.6,0.0,,,W,22.0,N,11.0,67.0,1017.7,,14.9,No,36782,0
01-08-16,Calcutta,13.1,19.8,0.0,,,NNE,26.0,N,6.0,70.0,1017.9,,15.2,No,24968,0
02-08-16,Calcutta,12.5,17.5,0.0,,,S,80.0,S,6.0,71.0,1013.0,,14.0,Yes,39905,1
03-08-16,Calcutta,12.8,17.6,10.0,,,S,85.0,SSE,50.0,72.0,1016.7,,15.7,Yes,57987,1
04-08-16,Calcutta,13.4,17.4,10.6,,,SSE,85.0,S,50.0,59.0,1022.2,,16.3,Yes,29239,1
05-08-16,Calcutta,10.6,16.1,1.4,,,S,59.0,SSW,13.0,91.0,1029.6,,12.3,Yes,15943,1
06-08-16,Calcutta,10.7,16.1,8.0,,,SSW,37.0,SSE,11.0,95.0,1028.5,,12.7,Yes,41522,1
07-08-16,Calcutta,11.5,18.2,2.4,,,S,31.0,SE,7.0,92.0,1027.2,,13.2,No,45274,0
08-08-16,Calcutta,9.5,18.4,0.0,,,W,22.0,SSE,9.0,78.0,1025.7,,12.8,No,77564,0
09-08-16,Calcutta,10.0,21.7,0.0,,,NNE,39.0,NNE,7.0,73.0,1023.1,,14.4,No,53463,0
10-08-16,Calcutta,14.2,24.9,0.0,,,NW,41.0,NNW,22.0,61.0,1016.5,,18.1,No,23295,0
11-08-16,Calcutta,11.6,20.0,0.8,,,W,30.0,W,9.0,60.0,1019.0,,15.2,No,47974,0
12-08-16,Calcutta,7.4,19.2,0.0,,,N,35.0,ENE,9.0,61.0,1024.2,,11.4,No,28960,0
13-08-16,Calcutta,8.8,19.5,0.0,,,,,S,11.0,57.0,1022.5,,13.1,No,6869,0
14-08-16,Calcutta,10.0,18.5,0.0,,,SSW,28.0,SSW,7.0,61.0,1027.4,,14.0,No,58989,0
15-08-16,Calcutta,12.6,21.8,0.0,,,NNE,33.0,NE,2.0,67.0,1032.4,,15.4,No,58036,0
16-08-16,Calcutta,11.5,22.6,0.0,,,NNE,35.0,NE,4.0,77.0,1031.0,,15.2,No,9066,0
17-08-16,Calcutta,12.4,23.9,0.0,,,WNW,24.0,ESE,6.0,59.0,1026.5,,17.9,No,9951,0
18-08-16,Calcutta,13.7,23.7,0.0,,,NE,31.0,NE,2.0,53.0,1024.3,,17.8,No,27891,0
19-08-16,Calcutta,11.8,23.2,0.0,,,NNE,46.0,N,13.0,70.0,1020.4,,16.3,No,63301,0
20-08-16,Calcutta,11.9,18.8,0.0,,,SW,39.0,WNW,9.0,55.0,1015.4,,14.4,No,18714,0
21-08-16,Calcutta,7.6,18.7,0.0,,,NNE,37.0,NE,7.0,54.0,1020.1,,12.9,No,62373,0
22-08-16,Calcutta,8.9,14.5,0.0,,,N,44.0,N,6.0,71.0,1016.8,,13.0,Yes,17004,1
23-08-16,Calcutta,8.8,17.7,1.4,,,SSW,39.0,SSW,7.0,71.0,1014.0,,13.9,Yes,73026,1
24-08-16,Calcutta,12.8,15.3,9.6,,,ESE,43.0,S,31.0,100.0,1012.1,,14.7,Yes,37535,1
25-08-16,Calcutta,9.0,16.1,13.8,,,SW,37.0,SSW,13.0,75.0,1010.0,,10.9,Yes,75844,1
26-08-16,Calcutta,7.5,14.6,2.2,,,SSE,50.0,NW,13.0,65.0,1018.4,,11.0,Yes,53107,1
27-08-16,Calcutta,8.8,18.6,15.2,,,SSW,41.0,ESE,11.0,64.0,1023.0,,11.5,No,62408,0
28-08-16,Calcutta,8.0,19.4,0.0,,,SSE,20.0,ESE,9.0,56.0,1023.1,,12.6,No,43214,0
29-08-16,Calcutta,11.4,18.4,0.0,,,NE,31.0,ESE,4.0,60.0,1027.0,,15.1,No,6191,0
30-08-16,Calcutta,13.2,21.1,0.0,,,NNE,33.0,NE,17.0,77.0,1026.7,,15.8,No,11463,0
31-08-16,Calcutta,15.7,20.3,0.0,,,NNW,52.0,N,28.0,92.0,1019.7,,17.4,No,13100,0
01-09-16,Calcutta,13.0,21.1,0.0,,,NNE,35.0,ENE,4.0,66.0,1020.1,,18.0,Yes,76784,1
02-09-16,Calcutta,15.5,18.0,10.6,,,N,50.0,SW,9.0,100.0,1011.4,,15.8,Yes,68500,1
03-09-16,Calcutta,15.2,20.4,8.0,,,N,56.0,WNW,17.0,57.0,1000.1,,17.8,No,73365,0
04-09-16,Calcutta,10.3,20.0,0.0,,,S,31.0,S,7.0,55.0,1021.3,,16.7,No,51404,0
05-09-16,Calcutta,9.8,19.3,0.0,,,NNE,28.0,ENE,7.0,61.0,1030.2,,14.4,No,1608,0
06-09-16,Calcutta,11.8,22.7,0.0,,,NE,37.0,NE,4.0,74.0,1030.3,,17.3,No,74833,0
07-09-16,Calcutta,12.6,21.3,0.0,,,NE,31.0,E,4.0,88.0,1031.3,,17.1,No,19723,0
08-09-16,Calcutta,16.4,23.9,0.0,,,NNE,50.0,NE,9.0,77.0,1029.6,,20.1,No,47899,0
09-09-16,Calcutta,15.7,21.6,0.0,,,NNE,57.0,NE,24.0,73.0,1021.7,,20.1,No,49935,0
10-09-16,Calcutta,14.5,22.0,0.6,,,NNE,61.0,WNW,20.0,78.0,1014.2,,15.8,No,5097,0
11-09-16,Calcutta,12.3,20.9,0.0,,,SSE,22.0,SE,6.0,57.0,1018.9,,16.9,No,56326,0
12-09-16,Calcutta,11.8,20.1,0.0,,,SSE,28.0,SE,11.0,68.0,1021.3,,15.8,No,50391,0
13-09-16,Calcutta,14.9,20.5,0.0,,,SW,22.0,S,9.0,81.0,1020.9,,18.2,Yes,68263,1
14-09-16,Calcutta,16.1,21.6,10.6,,,NNW,35.0,NNW,28.0,100.0,1014.7,,16.6,Yes,66488,1
15-09-16,Calcutta,14.1,21.1,1.6,,,NW,44.0,NW,13.0,54.0,1011.2,,16.3,No,50782,0
16-09-16,Calcutta,13.0,21.4,0.0,,,WNW,24.0,ENE,7.0,65.0,1016.8,,16.9,No,22368,0
17-09-16,Calcutta,12.2,20.6,0.0,,,NE,33.0,NE,4.0,61.0,1021.9,,18.9,No,74240,0
18-09-16,Calcutta,14.3,18.4,0.0,,,WNW,28.0,ESE,4.0,74.0,1012.4,,15.9,Yes,8933,1
19-09-16,Calcutta,13.7,21.9,31.8,,,W,37.0,SW,15.0,56.0,1008.6,,18.4,No,56124,0
20-09-16,Calcutta,10.3,20.7,0.0,,,N,30.0,E,6.0,57.0,1018.9,,15.2,No,14909,0
21-09-16,Calcutta,14.0,19.1,0.0,,,N,43.0,NE,20.0,78.0,1012.6,,16.8,No,66120,0
22-09-16,Calcutta,13.6,22.3,0.2,,,WSW,35.0,SW,7.0,58.0,1007.1,,18.6,No,52987,0
23-09-16,Calcutta,15.9,19.1,0.0,,,SSW,65.0,SSW,24.0,58.0,1010.9,,17.6,No,20700,0
24-09-16,Calcutta,13.3,22.1,0.0,,,N,24.0,ESE,11.0,72.0,1012.4,,18.1,Yes,48479,1
25-09-16,Calcutta,13.7,21.4,2.4,,,S,56.0,NNW,11.0,86.0,1006.9,,15.2,Yes,63635,1
26-09-16,Calcutta,12.6,20.1,1.2,,,SSW,26.0,SE,9.0,67.0,1013.0,,16.0,No,33957,0
27-09-16,Calcutta,11.5,24.3,0.0,,,WSW,57.0,W,13.0,54.0,1010.6,,18.0,No,78,0
28-09-16,Calcutta,10.2,20.8,0.0,,,NNE,46.0,SE,9.0,49.0,1014.4,,16.6,No,51569,0
29-09-16,Calcutta,14.2,19.5,0.6,,,NNE,56.0,N,22.0,86.0,1000.7,,14.8,Yes,19374,1
30-09-16,Calcutta,13.1,20.1,1.6,,,NNW,54.0,NW,33.0,46.0,999.9,,16.8,No,21755,0
01-10-16,Calcutta,13.0,21.7,0.0,,,NW,52.0,WNW,26.0,50.0,1006.1,,18.6,No,61215,0
02-10-16,Calcutta,12.5,26.1,0.0,,,NE,44.0,ENE,13.0,60.0,1013.6,,18.6,No,61399,0
03-10-16,Calcutta,18.0,25.3,0.0,,,NNW,59.0,NW,39.0,57.0,1000.5,,20.7,No,42594,0
04-10-16,Calcutta,12.2,23.2,0.0,,,NW,46.0,NW,11.0,47.0,1008.8,,17.7,No,54773,0
05-10-16,Calcutta,12.0,23.8,0.0,,,W,35.0,WSW,9.0,41.0,1016.7,,15.4,No,58009,0
06-10-16,Calcutta,12.8,26.1,0.0,,,WNW,22.0,ESE,9.0,40.0,1019.3,,19.2,No,46917,0
07-10-16,Calcutta,15.2,30.0,0.0,,,WNW,26.0,NE,9.0,50.0,1021.2,,22.0,No,31990,0
08-10-16,Calcutta,18.4,26.2,0.0,,,S,54.0,S,7.0,39.0,1014.7,,23.5,No,46250,0
09-10-16,Calcutta,14.9,23.7,0.0,,,NNE,70.0,NE,4.0,62.0,1022.7,,18.1,No,43245,0
10-10-16,Calcutta,16.7,32.6,0.0,,,S,61.0,NW,28.0,77.0,1008.6,,20.5,Yes,21244,1
11-10-16,Calcutta,10.2,19.9,2.2,,,WSW,44.0,S,11.0,53.0,1013.9,,14.9,No,67755,0
12-10-16,Calcutta,9.3,19.8,0.0,,,E,22.0,E,7.0,50.0,1016.7,,14.7,Yes,18674,1
13-10-16,Calcutta,12.1,16.7,4.8,,,SSW,65.0,SSW,31.0,77.0,1020.1,,14.3,Yes,6862,1
14-10-16,Calcutta,9.8,20.9,8.2,,,SSW,28.0,SE,9.0,70.0,1025.4,,15.1,No,6563,0
15-10-16,Calcutta,10.4,23.6,0.2,,,NNE,52.0,NE,7.0,68.0,1023.3,,18.3,No,76049,0
16-10-16,Calcutta,14.9,26.7,0.0,,,NE,54.0,NE,22.0,54.0,1015.8,,21.0,No,18444,0
17-10-16,Calcutta,19.1,22.2,0.0,,,N,41.0,WNW,6.0,46.0,1005.7,,22.2,Yes,17293,1
18-10-16,Calcutta,11.3,25.2,5.2,,,N,33.0,N,9.0,54.0,1015.3,,17.3,No,8319,0
19-10-16,Calcutta,15.1,23.1,0.0,,,SSE,41.0,SSE,11.0,49.0,1018.0,,18.3,No,47820,0
20-10-16,Calcutta,16.6,22.2,0.0,,,NNE,57.0,NE,20.0,58.0,1024.2,,19.0,Yes,32885,1
21-10-16,Calcutta,15.3,24.3,1.6,,,NE,46.0,NE,15.0,76.0,1019.3,,20.6,Yes,5258,1
22-10-16,Calcutta,17.1,18.1,20.2,,,S,48.0,SSW,9.0,100.0,1010.7,,17.1,Yes,1256,1
23-10-16,Calcutta,10.3,17.0,4.4,,,SSW,67.0,S,17.0,62.0,1017.8,,12.4,No,72032,0
24-10-16,Calcutta,10.6,19.4,0.0,,,S,39.0,SSE,11.0,57.0,1019.5,,14.8,No,15611,0
25-10-16,Calcutta,12.7,24.0,0.0,,,NE,50.0,NE,17.0,68.0,1019.0,,18.3,No,39596,0
26-10-16,Calcutta,15.3,26.5,0.0,,,ENE,31.0,ENE,7.0,47.0,1016.6,,23.1,No,66686,0
27-10-16,Calcutta,17.4,22.9,0.0,,,SSE,46.0,SSE,30.0,83.0,1015.2,,20.8,Yes,58241,1
28-10-16,Calcutta,15.0,21.1,6.8,,,S,50.0,SE,15.0,70.0,1019.9,,17.9,Yes,57940,1
29-10-16,Calcutta,16.8,23.8,4.0,,,NE,48.0,NE,2.0,85.0,1019.9,,19.9,No,50432,0
30-10-16,Calcutta,18.5,22.9,0.0,,,NNE,39.0,NNE,24.0,85.0,1014.1,,21.5,Yes,48708,1
31-10-16,Calcutta,17.9,19.6,2.6,,,S,56.0,SSE,37.0,53.0,1010.2,,18.1,No,39701,0
01-11-16,Calcutta,13.9,20.9,0.0,,,SW,28.0,E,15.0,49.0,1014.1,,17.1,No,11697,0
02-11-16,Calcutta,13.0,23.2,0.0,,,SSW,30.0,ESE,11.0,40.0,1014.9,,19.2,No,11389,0
03-11-16,Calcutta,15.0,24.7,0.0,,,NNE,31.0,ESE,9.0,67.0,1018.5,,19.6,No,25717,0
04-11-16,Calcutta,15.9,27.4,0.0,,,NE,33.0,ENE,6.0,69.0,1014.9,,21.0,No,13655,0
05-11-16,Calcutta,17.2,28.5,0.0,,,SW,50.0,WSW,11.0,26.0,1002.7,,27.3,No,1657,0
06-11-16,Calcutta,15.1,24.1,0.0,,,S,46.0,SSE,11.0,33.0,1009.4,,19.8,No,30335,0
07-11-16,Calcutta,13.7,26.5,0.0,,,NE,52.0,NE,9.0,53.0,1011.4,,23.4,No,12828,0
08-11-16,Calcutta,18.4,28.8,0.0,,,SSW,63.0,S,13.0,69.0,1007.4,,23.4,No,29772,0
09-11-16,Calcutta,18.8,24.1,0.0,,,SSW,39.0,SSE,20.0,89.0,1012.7,,19.8,Yes,33355,1
10-11-16,Calcutta,16.6,23.8,7.2,,,ESE,20.0,E,2.0,88.0,1009.3,,19.1,No,15940,0
11-11-16,Calcutta,18.1,24.3,0.0,,,ENE,33.0,E,19.0,83.0,1012.6,,20.5,Yes,78045,1
12-11-16,Calcutta,18.1,33.3,21.2,,,N,46.0,WNW,37.0,100.0,1002.9,,19.1,No,24450,0
13-11-16,Calcutta,18.8,31.4,0.2,,,WNW,50.0,W,4.0,64.0,999.0,,23.9,No,54863,0
14-11-16,Calcutta,16.5,23.6,0.0,,,S,56.0,SSE,13.0,48.0,1002.3,,20.5,Yes,11490,1
15-11-16,Calcutta,14.7,21.2,4.6,,,SSW,52.0,SE,11.0,76.0,1015.8,,17.4,No,16213,0
16-11-16,Calcutta,13.9,24.4,0.2,,,SSE,39.0,SSE,7.0,72.0,1019.9,,20.4,No,66842,0
17-11-16,Calcutta,17.5,23.5,0.0,,,NNE,39.0,ENE,4.0,74.0,1025.6,,19.1,No,72151,0
18-11-16,Calcutta,15.9,27.5,0.0,,,NNE,35.0,NE,6.0,73.0,1017.6,,23.3,No,22087,0
19-11-16,Calcutta,19.6,22.9,0.0,,,S,44.0,S,31.0,85.0,1017.6,,20.8,No,14758,0
20-11-16,Calcutta,18.4,25.9,0.0,,,E,24.0,ENE,6.0,69.0,1021.4,,22.8,No,17907,0
21-11-16,Calcutta,20.0,27.5,0.0,,,NE,37.0,NE,20.0,89.0,1018.5,,23.3,No,53357,0
22-11-16,Calcutta,19.6,26.3,0.0,,,NE,52.0,NE,19.0,68.0,1015.4,,24.3,No,49256,0
23-11-16,Calcutta,19.0,27.1,0.0,,,NE,57.0,NE,20.0,74.0,1010.5,,22.7,Yes,35777,1
24-11-16,Calcutta,15.1,20.7,1.8,,,S,52.0,S,13.0,48.0,1012.5,,17.9,No,41984,0
25-11-16,Calcutta,14.6,24.9,0.0,,,SSE,30.0,SSE,4.0,63.0,1013.2,,20.4,No,20082,0
26-11-16,Calcutta,18.9,26.9,0.0,,,NE,41.0,NE,13.0,69.0,1017.3,,21.4,No,4188,0
27-11-16,Calcutta,20.1,24.8,0.0,,,NE,33.0,ESE,22.0,78.0,1017.1,,23.5,No,18492,0
28-11-16,Calcutta,20.4,27.5,0.0,,,NE,33.0,ENE,17.0,80.0,1014.8,,23.9,No,71573,0
29-11-16,Calcutta,20.1,23.6,0.0,,,S,52.0,S,22.0,86.0,1011.7,,21.1,No,38304,0
30-11-16,Calcutta,19.2,25.6,0.0,,,N,63.0,E,6.0,70.0,1012.6,,22.9,No,64091,0
01-12-16,Calcutta,18.3,27.9,0.4,,,NNE,41.0,NNE,15.0,77.0,1007.7,,20.8,No,50417,0
02-12-16,Calcutta,19.3,29.7,0.0,,,SSW,56.0,NNE,2.0,63.0,1008.4,,23.2,No,63497,0
03-12-16,Calcutta,20.6,27.0,0.0,,,SSW,52.0,SE,20.0,75.0,1015.8,,23.7,No,29870,0
04-12-16,Calcutta,19.7,27.0,0.0,,,NE,31.0,ENE,6.0,85.0,1016.2,,22.7,No,65252,0
05-12-16,Calcutta,21.5,28.1,0.0,,,NNE,61.0,NE,7.0,98.0,1009.6,,22.9,Yes,51290,1
06-12-16,Calcutta,20.5,23.1,13.0,,,SSW,52.0,S,11.0,95.0,1011.7,,20.9,Yes,73551,1
07-12-16,Calcutta,18.0,24.1,24.8,,,SSW,41.0,E,9.0,82.0,1015.0,,21.6,No,32347,0
08-12-16,Calcutta,19.4,26.7,0.6,,,NE,59.0,NE,15.0,80.0,1009.0,,23.2,No,18413,0
09-12-16,Calcutta,18.5,27.3,0.4,,,SSE,46.0,SW,15.0,38.0,1009.0,,20.9,No,76772,0
10-12-16,Calcutta,17.3,25.4,0.0,,,NE,48.0,ENE,4.0,72.0,1022.7,,19.6,No,49556,0
11-12-16,Calcutta,19.2,26.6,0.0,,,NE,52.0,NE,20.0,71.0,1021.7,,22.9,No,3831,0
12-12-16,Calcutta,20.0,27.3,0.0,,,NE,50.0,NE,19.0,75.0,1022.4,,22.2,No,68698,0
13-12-16,Calcutta,19.8,30.8,0.0,,,NNE,44.0,NE,19.0,77.0,1016.1,,23.5,No,64073,0
14-12-16,Calcutta,21.8,36.9,0.0,,,NW,43.0,NW,13.0,34.0,1009.4,,30.7,No,49127,0
15-12-16,Calcutta,18.7,19.1,0.0,,,SSE,46.0,SSE,35.0,100.0,1015.7,,19.0,Yes,73416,1
16-12-16,Calcutta,17.3,25.4,27.0,,,SE,33.0,S,7.0,100.0,1012.8,,18.8,Yes,53581,1
17-12-16,Calcutta,18.7,32.2,1.2,,,SSW,72.0,E,22.0,79.0,1007.3,,25.3,No,66183,0
18-12-16,Calcutta,18.7,23.7,0.0,,,SSW,72.0,SSE,30.0,72.0,1018.2,,19.7,No,64454,0
19-12-16,Calcutta,16.5,24.6,1.0,,,NE,50.0,ENE,11.0,80.0,1021.1,,18.2,No,43766,0
20-12-16,Calcutta,16.6,27.2,0.2,,,NE,48.0,NE,13.0,68.0,1011.0,,22.0,No,11196,0
21-12-16,Calcutta,19.6,25.5,0.2,,,S,44.0,SSE,22.0,80.0,1012.2,,21.6,No,16626,0
22-12-16,Calcutta,20.0,25.8,0.0,,,NE,30.0,E,15.0,73.0,1019.3,,21.1,No,41199,0
23-12-16,Calcutta,20.0,25.9,0.0,,,NE,46.0,NE,20.0,70.0,1019.2,,23.4,No,17882,0
24-12-16,Calcutta,18.7,28.0,0.0,,,NE,41.0,NE,11.0,79.0,1015.6,,24.1,No,21070,0
25-12-16,Calcutta,18.5,28.2,0.4,,,NE,50.0,NE,4.0,83.0,1016.7,,22.7,No,29585,0
26-12-16,Calcutta,19.6,27.3,0.2,,,NE,50.0,NE,13.0,77.0,1015.0,,23.6,No,48313,0
27-12-16,Calcutta,19.3,25.1,0.0,,,NE,44.0,SE,2.0,86.0,1014.1,,21.7,No,44645,0
28-12-16,Calcutta,19.0,26.2,0.0,,,NE,50.0,NE,17.0,79.0,1013.2,,23.3,No,2110,0
29-12-16,Calcutta,19.0,30.4,0.0,,,ENE,28.0,NE,4.0,82.0,1007.5,,25.3,No,38908,0
30-12-16,Calcutta,20.4,27.1,0.0,,,NNE,30.0,E,6.0,77.0,1004.0,,23.4,No,46089,0
31-12-16,Calcutta,21.0,26.2,0.0,,,SSW,31.0,SSW,0.0,81.0,1003.0,,25.5,No,4980,0
01-01-17,Calcutta,21.4,26.3,0.0,,,N,28.0,SSE,9.0,90.0,1007.2,,23.5,Yes,418,1
02-01-17,Calcutta,20.7,23.9,1.2,,,SSW,52.0,S,35.0,94.0,1008.6,,20.9,No,10760,0
03-01-17,Calcutta,19.3,24.4,0.0,,,SSW,37.0,S,26.0,89.0,1018.1,,20.2,No,54024,0
04-01-17,Calcutta,20.1,27.1,0.0,,,E,37.0,SSE,22.0,64.0,1020.8,,23.3,Yes,51837,1
05-01-17,Calcutta,20.2,26.0,2.4,,,E,35.0,SE,11.0,100.0,1018.8,,20.6,No,29242,0
06-01-17,Calcutta,20.4,26.0,0.2,,,E,22.0,E,4.0,84.0,1017.8,,23.0,No,70069,0
07-01-17,Calcutta,20.8,27.9,0.0,,,NE,43.0,ENE,7.0,78.0,1018.0,,23.8,No,53037,0
08-01-17,Calcutta,20.1,28.3,0.0,,,NE,50.0,NE,19.0,66.0,1013.4,,24.4,No,51672,0
09-01-17,Calcutta,20.1,28.9,0.0,,,NE,44.0,NE,13.0,76.0,1011.5,,24.4,No,61974,0
10-01-17,Calcutta,21.3,27.5,0.0,,,SE,31.0,E,0.0,95.0,1011.4,,22.4,No,43970,0
