Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,RainTomorrow,idnumber
23-05-13,Calcutta,11.8,18.9,17.2,NA,NA,ESE,72,SE,43,78,1011.8,NA,16.9,Yes,57356
24-05-13,Calcutta,14.5,19.8,22,NA,NA,SE,72,SE,48,60,1016.9,NA,18.6,No,29426
25-05-13,Calcutta,12.7,19.1,0.6,NA,NA,SSE,57,SSE,13,74,1023,NA,15.5,No,74429
26-05-13,Calcutta,10.2,20.2,0,NA,NA,WSW,26,ESE,15,62,1025.5,NA,13.5,No,44185
27-05-13,Calcutta,11.3,18.7,0,NA,NA,ESE,41,ESE,13,79,1029,NA,13.9,Yes,41698
28-05-13,Calcutta,13.2,19.5,5.6,NA,NA,N,39,NNE,0,77,1032.4,NA,16.3,No,47620
29-05-13,Calcutta,14.5,20.9,0.8,NA,NA,N,31,NW,7,74,1031.4,NA,17.6,No,29483
30-05-13,Calcutta,11.7,22.1,0,NA,NA,N,35,N,9,79,1029.4,NA,16.7,No,52341
31-05-13,Calcutta,12.2,23.2,0,NA,NA,N,33,N,6,75,1028.1,NA,17.4,No,30790
01-06-13,Calcutta,14.1,21.4,0,NA,NA,N,41,SW,15,80,1020.1,NA,17,Yes,68902
02-06-13,Calcutta,15.1,15.8,7,NA,NA,SSW,74,S,28,93,1005.4,NA,15.3,Yes,70887
03-06-13,Calcutta,11.9,17.1,28.2,NA,NA,SSE,50,SSE,13,62,1019.9,NA,12.7,No,76255
04-06-13,Calcutta,10.5,18.3,0,NA,NA,SSW,26,SE,11,65,1025.6,NA,13.9,No,11996
05-06-13,Calcutta,13.3,19.5,0,NA,NA,N,33,NNE,0,83,1026.1,NA,14.7,No,46880
06-06-13,Calcutta,13,20.4,0,NA,NA,N,30,N,11,76,1023.5,NA,16.8,No,24467
07-06-13,Calcutta,16.4,22.3,0,NA,NA,SSE,39,W,19,77,1020.3,NA,18.9,Yes,32250
08-06-13,Calcutta,13.7,18.9,3.4,NA,NA,SSE,48,E,9,87,1030.4,NA,14.3,No,49545
09-06-13,Calcutta,13,19.3,0,NA,NA,NE,20,NNE,0,72,1028.3,NA,16.6,No,28301
10-06-13,Calcutta,12.3,21.7,0.2,NA,NA,SW,19,NW,6,82,1021.7,NA,16.2,No,1490
11-06-13,Calcutta,12.4,21.4,1,NA,NA,SW,22,ESE,9,76,1020.7,NA,15.1,No,34341
12-06-13,Calcutta,13.1,16.5,0,NA,NA,NNE,41,WNW,6,89,1014.6,NA,14.6,Yes,61841
13-06-13,Calcutta,12.8,19.3,7.2,NA,NA,WSW,39,WSW,15,79,1007.6,NA,16.4,No,52298
14-06-13,Calcutta,11.8,18.7,0,NA,NA,SW,37,SW,22,67,1006.1,NA,15.7,No,53202
15-06-13,Calcutta,12.7,17.7,0,NA,NA,S,44,S,20,57,1009.6,NA,14.8,No,66935
16-06-13,Calcutta,10.8,16.6,0,NA,NA,SSW,30,S,13,60,1014.2,NA,13.1,No,2677
17-06-13,Calcutta,8.6,16.4,0,NA,NA,SSW,30,S,9,64,1009.6,NA,11.9,No,47481
18-06-13,Calcutta,8.5,16.8,0,NA,NA,SE,63,SSE,11,65,1013.2,NA,12,Yes,52187
19-06-13,Calcutta,9.7,14.9,18.8,NA,NA,SSE,69,ESE,11,88,1020.8,NA,10.1,Yes,68763
20-06-13,Calcutta,9.6,15.1,5,NA,NA,SSE,46,ESE,15,77,1023.5,NA,11.1,Yes,44423
21-06-13,Calcutta,9.6,15.7,3,NA,NA,SE,43,SSE,11,81,1021,NA,11,Yes,13052
22-06-13,Calcutta,8.3,15.1,5.8,NA,NA,ESE,52,S,11,84,1024,NA,10,Yes,62485
23-06-13,Calcutta,9.9,15.9,13.6,NA,NA,E,80,ENE,11,91,1027.8,NA,12.3,Yes,21186
24-06-13,Calcutta,10.2,15.6,126.4,NA,NA,SE,46,E,7,90,1022.1,NA,10.7,No,59418
25-06-13,Calcutta,8.3,17.7,0,NA,NA,W,24,W,9,88,1016,NA,9.9,No,61123
26-06-13,Calcutta,9.8,18.6,1,NA,NA,SSE,76,SE,44,87,1018.3,NA,17,No,10598
27-06-13,Calcutta,16.3,19.2,0,NA,NA,E,41,ESE,30,73,1021.9,NA,17.7,Yes,9255
28-06-13,Calcutta,12.9,17.3,7.6,NA,NA,SE,30,ESE,11,94,1023.5,NA,13.8,Yes,5381
29-06-13,Calcutta,13.4,15.9,38.4,NA,NA,ENE,43,E,22,87,1024.2,NA,14.7,Yes,9627
30-06-13,Calcutta,12.3,16.4,47.2,NA,NA,S,41,SW,26,86,1024.4,NA,14.4,No,24923
01-07-13,Calcutta,12.2,17,1,NA,NA,SSW,28,S,13,76,1023.4,NA,14.4,No,20720
02-07-13,Calcutta,10.1,17.9,0,NA,NA,SW,24,SSE,11,76,1023.9,NA,12.2,No,57904
03-07-13,Calcutta,9.4,19.3,0,NA,NA,N,30,N,13,81,1024.2,NA,11.7,No,71128
04-07-13,Calcutta,11.6,21.6,0,NA,NA,NW,50,NW,11,62,1017.3,NA,17.6,No,9607
05-07-13,Calcutta,13.6,20.9,0,NA,NA,WNW,37,WNW,9,58,1011.1,NA,17.1,No,56566
06-07-13,Calcutta,7.6,16.8,0,NA,NA,WNW,26,WNW,9,55,1021,NA,11.8,No,58840
07-07-13,Calcutta,7.8,17.5,0,NA,NA,WNW,28,NE,0,60,1027.3,NA,11.6,No,32812
08-07-13,Calcutta,8.4,16.9,0,NA,NA,SSE,26,SSW,11,64,1031.6,NA,11.2,Yes,10649
09-07-13,Calcutta,9.7,14.8,13.6,NA,NA,NA,NA,SSW,13,87,1034.3,NA,10.6,Yes,3216
10-07-13,Calcutta,9.6,14.5,NA,NA,NA,WSW,22,S,9,86,1033.2,NA,11.1,No,63305
11-07-13,Calcutta,9.3,16.9,0,NA,NA,W,24,SSE,17,87,1034.8,NA,11.3,No,23873
12-07-13,Calcutta,10,19,0.2,NA,NA,WSW,22,NNE,11,84,1031,NA,12.5,No,61739
13-07-13,Calcutta,10.4,17.1,0,NA,NA,W,22,S,11,82,1028.6,NA,13.5,No,18172
14-07-13,Calcutta,11.5,19.1,0,NA,NA,WSW,19,E,11,82,1028.2,NA,13.8,Yes,39066
15-07-13,Calcutta,12.6,17.6,1.4,NA,NA,N,28,N,7,92,1025.1,NA,13.9,No,28329
16-07-13,Calcutta,13.9,21.4,0.2,NA,NA,NNW,22,N,4,83,1024.9,NA,15.9,No,21471
17-07-13,Calcutta,14.1,22.2,0,NA,NA,NNE,30,N,6,83,1024.3,NA,17.1,No,1097
18-07-13,Calcutta,13.2,21.6,0,NA,NA,NNE,31,NE,6,79,1023.2,NA,17.6,No,28297
19-07-13,Calcutta,15.8,21.4,0,NA,NA,N,44,NNW,28,74,1016.5,NA,18,No,68651
20-07-13,Calcutta,14.4,20.2,1,NA,NA,NW,44,NW,22,81,1009.9,NA,15.6,No,6895
21-07-13,Calcutta,8.2,16.5,0,NA,NA,WNW,43,WNW,13,55,1017.2,NA,12.4,No,74196
22-07-13,Calcutta,6.6,17.3,0,NA,NA,WNW,39,W,9,54,1020.1,NA,12.2,No,76425
23-07-13,Calcutta,8.1,16.5,0,NA,NA,W,30,SW,9,55,1020.3,NA,12.6,No,57461
24-07-13,Calcutta,10.5,15.6,0,NA,NA,SSW,70,SSW,24,69,1025.6,NA,13.5,No,2412
25-07-13,Calcutta,10.5,18,0,NA,NA,W,22,SE,13,63,1029.5,NA,12.3,No,38497
26-07-13,Calcutta,8.6,19,0,NA,NA,S,28,NA,9,77,1026.1,NA,13,No,30865
27-07-13,Calcutta,9.5,18.1,0,NA,NA,W,26,SE,13,62,1030.4,NA,12.4,No,71940
28-07-13,Calcutta,10,18.3,0,NA,NA,NNE,26,NNE,0,81,1029.8,NA,13.2,No,49881
29-07-13,Calcutta,11.3,21,0.2,NA,NA,NNE,35,NNE,17,71,1025.8,NA,16.2,No,35498
30-07-13,Calcutta,12,21.1,0,NA,NA,SSW,52,S,6,53,1019.6,NA,18.6,Yes,17143
31-07-13,Calcutta,12.8,17.5,22,NA,NA,S,54,S,22,87,1022.9,NA,14.9,No,19423
01-08-13,Calcutta,9.7,17,0,NA,NA,S,22,S,11,70,1022.9,NA,13.4,No,52688
02-08-13,Calcutta,10.7,20,0,NA,NA,WNW,26,W,6,77,1018.1,NA,13.9,No,69399
03-08-13,Calcutta,10.8,18.8,0,NA,NA,W,26,W,7,56,1016.5,NA,15,No,52036
04-08-13,Calcutta,10.2,19.4,0,NA,NA,WNW,31,WNW,11,55,1014.4,NA,14.6,No,13039
05-08-13,Calcutta,8.6,20.3,0,NA,NA,NNW,30,NW,9,56,1018.2,NA,13.8,No,49176
06-08-13,Calcutta,10.2,22.5,0,NA,NA,NW,50,NW,13,56,1013.3,NA,17,No,10655
07-08-13,Calcutta,12.2,18,0,NA,NA,SSW,35,SE,24,68,1013.2,NA,14.6,Yes,14431
08-08-13,Calcutta,9.4,13.8,16.6,NA,NA,ENE,61,SW,11,67,1008.1,NA,10.4,Yes,53665
09-08-13,Calcutta,9.3,18.8,5.2,NA,NA,S,28,WNW,13,59,1018.4,NA,12.5,No,33686
10-08-13,Calcutta,12.3,22.3,0,NA,NA,WSW,31,SE,9,43,1015.9,NA,16.9,No,52649
11-08-13,Calcutta,11.1,20.4,0,NA,NA,N,22,NNE,7,61,1018.2,NA,14.9,No,15755
12-08-13,Calcutta,12.7,26.3,0,NA,NA,W,48,SW,13,63,1006.7,NA,17.9,No,58238
13-08-13,Calcutta,8.9,20.7,0,NA,NA,N,39,E,7,41,1014.9,NA,16,No,46186
14-08-13,Calcutta,11.4,20.8,0,NA,NA,N,37,N,19,49,1014.6,NA,16.1,No,25243
15-08-13,Calcutta,10.8,15.7,0,NA,NA,SSW,48,S,20,41,1018.7,NA,13.2,No,665
16-08-13,Calcutta,7.4,19.4,0,NA,NA,NNE,57,NE,9,57,1023.4,NA,15.3,No,28995
17-08-13,Calcutta,12.9,23.4,0,NA,NA,NW,46,NW,24,56,1010.8,NA,16.8,No,6048
18-08-13,Calcutta,10.6,22.5,0,NA,NA,NW,31,NW,7,44,1017.7,NA,18,No,8745
19-08-13,Calcutta,13.1,22.3,0,NA,NA,WSW,44,W,24,42,1010.9,NA,18,No,64219
20-08-13,Calcutta,7.9,15.9,0,NA,NA,WNW,39,SW,9,47,1013.4,NA,11.6,Yes,46125
21-08-13,Calcutta,5.9,17,NA,NA,NA,WSW,30,SSW,9,52,1016.5,NA,11.7,No,18048
22-08-13,Calcutta,7.6,18.6,0,NA,NA,WNW,31,W,24,55,1014.6,NA,11.7,No,37160
23-08-13,Calcutta,11.4,19.6,0,NA,NA,WNW,41,WNW,15,56,1011.2,NA,14.4,Yes,7145
24-08-13,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,16119
25-08-13,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,56026
26-08-13,Calcutta,NA,19.4,NA,NA,NA,NA,NA,ESE,NA,NA,NA,NA,NA,Yes,31789
27-08-13,Calcutta,11.7,20.4,NA,NA,NA,SE,22,ESE,6,60,1021.8,NA,16.4,No,47403
28-08-13,Calcutta,11.9,19.9,0,NA,NA,SSE,33,SSE,7,69,1021.1,NA,17,No,12345
29-08-13,Calcutta,12.6,21.2,0,NA,NA,NNE,57,NNE,0,78,1024,NA,17.1,No,30051
30-08-13,Calcutta,16.4,27.7,0.2,NA,NA,N,48,NW,24,65,1015.7,NA,20,No,21725
31-08-13,Calcutta,14.7,23.2,0,NA,NA,SSE,30,SE,7,56,1021.5,NA,18.8,No,57563
01-09-13,Calcutta,13.7,21.6,0,NA,NA,W,22,ESE,9,67,1028.3,NA,17.9,No,21156
02-09-13,Calcutta,13.2,23,0,NA,NA,NE,20,E,4,73,1031.2,NA,19,No,72804
03-09-13,Calcutta,14,21,0,NA,NA,NNE,24,ESE,7,77,1033.9,NA,17.3,No,58384
04-09-13,Calcutta,12.8,22,0,NA,NA,NNE,43,NE,2,68,1033.6,NA,18.1,No,33808
05-09-13,Calcutta,12.4,27.9,0,NA,NA,NNE,24,ENE,9,73,1027.8,NA,19.3,No,49045
06-09-13,Calcutta,15.9,23.6,0,NA,NA,W,26,SE,13,67,1026.8,NA,20.1,No,30226
07-09-13,Calcutta,15.1,31.2,0,NA,NA,SSW,39,ENE,6,54,1022.7,NA,23.4,No,33822
08-09-13,Calcutta,17.2,20.6,0.2,NA,NA,SSW,37,S,22,87,1025.4,NA,17.6,No,22077
09-09-13,Calcutta,17.5,25.2,0,NA,NA,NNE,31,NNE,7,81,1021.1,NA,20.1,No,12869
10-09-13,Calcutta,17.7,30.3,0,NA,NA,NNW,57,NNW,31,34,1007.2,NA,25.1,No,67798
11-09-13,Calcutta,13.6,25,0,NA,NA,SSW,28,W,7,43,1012.5,NA,17.6,No,40837
12-09-13,Calcutta,11.9,21.5,0,NA,NA,S,78,E,4,46,1015.5,NA,19,No,60422
13-09-13,Calcutta,10.7,18.3,0,NA,NA,NE,44,ENE,11,73,1021.8,NA,13.8,Yes,2525
14-09-13,Calcutta,12.8,23,4.4,NA,NA,NNE,57,S,19,81,1011.3,NA,16.2,No,13437
15-09-13,Calcutta,13.2,19.2,0,NA,NA,S,30,SE,13,75,1018.2,NA,16.4,No,1344
16-09-13,Calcutta,14.4,18.5,0.2,NA,NA,NE,70,NNE,28,75,1015.7,NA,17.9,Yes,75459
17-09-13,Calcutta,14.9,22.9,15.2,NA,NA,N,59,N,30,70,1002,NA,17.8,Yes,19933
18-09-13,Calcutta,13.9,24.7,4,NA,NA,NW,41,WNW,11,59,1003.1,NA,19.4,No,34923
19-09-13,Calcutta,14.2,23.4,0,NA,NA,WNW,35,W,7,39,1006.1,NA,19.1,No,63008
20-09-13,Calcutta,11.4,23.1,0,NA,NA,S,57,W,9,40,1008.9,NA,18.9,No,41321
21-09-13,Calcutta,11,19.8,0,NA,NA,SSE,28,SSE,11,47,1014.9,NA,17.2,No,3955
22-09-13,Calcutta,12.6,21.7,0,NA,NA,NNE,37,E,6,58,1014.9,NA,18.4,No,61478
23-09-13,Calcutta,13.2,24.3,0.4,NA,NA,N,30,E,7,57,1012.2,NA,21.4,No,57944
24-09-13,Calcutta,16.5,25.4,0.2,NA,NA,NNE,31,NE,26,76,1004.7,NA,18.9,No,42316
25-09-13,Calcutta,15.9,26.2,0,NA,NA,NNE,44,NNE,7,47,1010.2,NA,25.3,No,51173
26-09-13,Calcutta,14.9,33.5,0,NA,NA,W,57,W,30,40,1003.8,NA,25.9,No,50654
27-09-13,Calcutta,12.4,22.4,0,NA,NA,NNE,48,ENE,2,39,1020.7,NA,18.2,No,3781
28-09-13,Calcutta,11.3,30.3,0,NA,NA,WNW,41,W,7,56,1011.6,NA,22.3,No,7114
29-09-13,Calcutta,14.9,22.1,0,NA,NA,NNE,39,ENE,11,40,1017.5,NA,18.6,No,24630
30-09-13,Calcutta,12.4,26.3,0,NA,NA,N,46,NNE,6,61,1016.9,NA,20.3,No,23593
01-10-13,Calcutta,17.2,30.9,0,NA,NA,W,69,WNW,28,60,1005.4,NA,21.1,No,77263
02-10-13,Calcutta,12.1,24.3,0,NA,NA,NNW,46,N,13,38,1015.9,NA,20.5,No,76810
03-10-13,Calcutta,14.7,19.8,0,NA,NA,SSW,63,SW,11,39,1011.2,NA,18.2,Yes,41682
04-10-13,Calcutta,10.6,19.5,2.8,NA,NA,SSW,43,SSE,15,58,1022.2,NA,14.9,No,24370
05-10-13,Calcutta,11.4,26.4,0,NA,NA,NE,31,NE,13,60,1016.7,NA,19,No,59936
06-10-13,Calcutta,14.6,27.7,0,NA,NA,NE,37,ENE,11,57,1011,NA,21.2,No,65953
07-10-13,Calcutta,17.3,19.3,0,NA,NA,S,59,SSE,28,72,1011,NA,18.1,No,54691
08-10-13,Calcutta,14.2,21.8,0.2,NA,NA,SSE,46,SE,2,64,1014,NA,18.4,No,5761
09-10-13,Calcutta,11.9,26.5,0,NA,NA,NE,44,N,15,69,1019.6,NA,18.1,No,77239
10-10-13,Calcutta,15.9,35,0,NA,NA,NW,46,WNW,20,39,1010.8,NA,25.6,Yes,13551
11-10-13,Calcutta,17.6,21.6,2,NA,NA,SSE,89,E,35,89,1011.9,NA,17.7,No,54711
12-10-13,Calcutta,14.8,25.4,0,NA,NA,NE,44,NE,2,75,1016.1,NA,18.5,No,53879
13-10-13,Calcutta,17.8,35.3,0,NA,NA,S,83,WNW,0,76,1002.9,NA,22.6,Yes,50611
14-10-13,Calcutta,13.4,17.6,8.4,NA,NA,SSE,54,SE,20,51,1014.1,NA,15.4,No,42299
15-10-13,Calcutta,9.9,21.2,0,NA,NA,NNE,48,NE,4,44,1022.9,NA,16,No,26569
16-10-13,Calcutta,11.5,25.9,0,NA,NA,NNE,57,NE,6,46,1019.7,NA,20,No,834
17-10-13,Calcutta,17.5,34.4,0,NA,NA,NW,67,W,41,35,1007.3,NA,25.7,No,38178
18-10-13,Calcutta,14.2,20.3,0,NA,NA,SSE,72,ESE,17,48,1025.4,NA,16.5,No,51927
19-10-13,Calcutta,13.3,21.6,0,NA,NA,NNE,37,E,4,53,1027.9,NA,18.9,No,35082
20-10-13,Calcutta,15.8,24.9,0,NA,NA,NE,46,NE,7,71,1021.9,NA,20.3,No,4798
21-10-13,Calcutta,16.6,26.2,0.2,NA,NA,NNE,37,NNE,2,80,1016.4,NA,20.3,No,39522
22-10-13,Calcutta,19.2,25.5,0,NA,NA,SSW,52,ESE,17,83,1015.5,NA,20.4,No,13422
23-10-13,Calcutta,19.7,34.7,0.2,NA,NA,NNE,54,WNW,19,58,1005.7,NA,25.4,No,18578
24-10-13,Calcutta,16.9,26.1,0,NA,NA,SSW,59,SW,9,42,1012.2,NA,21.3,No,41107
25-10-13,Calcutta,11.1,20.6,0,NA,NA,NNE,44,ENE,11,35,1023.3,NA,16.8,No,51980
26-10-13,Calcutta,12.8,21,0,NA,NA,SSE,41,SSE,9,45,1020.6,NA,18.2,No,51013
27-10-13,Calcutta,14.8,24.9,0,NA,NA,ENE,30,ENE,6,61,1022.7,NA,19.8,No,7252
28-10-13,Calcutta,18.8,23.2,0,NA,NA,NNE,31,E,26,75,1018.6,NA,19.4,No,40652
29-10-13,Calcutta,16.2,23.4,0,NA,NA,S,89,S,2,72,1006.3,NA,20.2,Yes,15362
30-10-13,Calcutta,13.9,20.5,18.2,NA,NA,S,56,S,24,80,1019.4,NA,14.9,No,59595
31-10-13,Calcutta,14.7,24.7,0.4,NA,NA,ENE,30,ENE,11,59,1021.6,NA,20.3,No,18106
01-11-13,Calcutta,17.1,22.2,0,NA,NA,NNE,44,ENE,9,65,1023.4,NA,20.6,No,17489
02-11-13,Calcutta,15.8,26.1,0,NA,NA,NNE,37,NE,6,72,1018.3,NA,20.4,No,61557
03-11-13,Calcutta,16.1,34.2,0,NA,NA,S,83,WNW,7,57,1010.8,NA,23.5,No,33496
04-11-13,Calcutta,15.9,17.5,0,NA,NA,S,69,S,44,52,1021.4,NA,16.6,No,8310
05-11-13,Calcutta,15.7,19.8,0,NA,NA,S,59,S,39,67,1027,NA,17.2,No,26974
06-11-13,Calcutta,12.9,21.9,0,NA,NA,NNE,41,ENE,7,61,1024.2,NA,19.1,No,59984
07-11-13,Calcutta,14.6,25.9,0,NA,NA,NE,41,NE,7,64,1017.2,NA,20.5,No,18093
08-11-13,Calcutta,17,26.7,0,NA,NA,NNE,54,NNE,7,69,1011.4,NA,22.3,No,57423
09-11-13,Calcutta,20,28.7,0,NA,NA,S,65,SSW,4,75,1006.9,NA,22.2,Yes,78273
10-11-13,Calcutta,16.8,22.3,3.4,NA,NA,SSE,63,SSE,33,66,1016.4,NA,18.8,Yes,58027
11-11-13,Calcutta,15.8,19.7,59.2,NA,NA,SSE,57,S,39,95,1016.8,NA,16.6,Yes,14010
12-11-13,Calcutta,16.3,21,7,NA,NA,NNE,48,NNE,9,91,1012.6,NA,17.5,Yes,4831
13-11-13,Calcutta,15.7,24.6,7,NA,NA,NE,30,NE,4,72,1014.6,NA,20.7,No,3033
14-11-13,Calcutta,16.4,25.8,0.2,NA,NA,SSW,28,ESE,2,54,1014.6,NA,21.2,No,3298
15-11-13,Calcutta,16.4,24.7,0,NA,NA,SE,43,SSE,15,75,1015.8,NA,21.2,Yes,63079
16-11-13,Calcutta,14.2,21.3,52,NA,NA,SSE,56,SSE,30,69,1015.5,NA,18.5,Yes,19390
17-11-13,Calcutta,15,19.1,20.4,NA,NA,S,80,WSW,13,91,1014.1,NA,15.1,Yes,45525
18-11-13,Calcutta,14.6,21.3,120.2,NA,NA,S,80,ENE,57,91,1010.6,NA,17.8,Yes,38311
19-11-13,Calcutta,16,22.5,8.6,NA,NA,SSW,46,S,24,83,1010.8,NA,18.7,No,44413
20-11-13,Calcutta,16.4,23.5,0.2,NA,NA,N,22,ENE,2,77,1012.3,NA,22.4,No,64455
21-11-13,Calcutta,19.4,26.7,0.2,NA,NA,NNE,56,NNE,15,80,1012.7,NA,21.9,Yes,29327
22-11-13,Calcutta,19.9,22.1,1.8,NA,NA,NNE,67,NNE,11,81,1012.4,NA,20.1,Yes,34803
23-11-13,Calcutta,18.3,22.8,9.4,NA,NA,NNE,44,NE,9,92,1006,NA,19.9,Yes,70610
24-11-13,Calcutta,16.5,23.4,2.8,NA,NA,SSW,39,SSE,13,77,1006.5,NA,19.9,No,21320
25-11-13,Calcutta,16.7,23.6,0.2,NA,NA,SSW,72,S,7,66,1007.9,NA,21.5,Yes,64143
26-11-13,Calcutta,15.5,20.7,6.6,NA,NA,SSW,48,S,20,63,1015.9,NA,18.3,No,67809
27-11-13,Calcutta,14.7,23.2,0,NA,NA,E,24,E,6,61,1018.1,NA,19.9,No,76130
28-11-13,Calcutta,16.2,23.4,0,NA,NA,NNE,52,NE,4,72,1012.5,NA,21.9,Yes,6762
29-11-13,Calcutta,19.5,20.8,3.2,NA,NA,SSW,67,S,19,88,1005.6,NA,19.7,Yes,26536
30-11-13,Calcutta,15.8,21.9,2.8,NA,NA,S,52,SSE,9,76,1018.2,NA,17.6,No,48017
01-12-13,Calcutta,15.5,22.5,0.4,NA,NA,ESE,28,SE,7,73,1024.9,NA,18.4,No,67421
02-12-13,Calcutta,15.7,24.1,0.2,NA,NA,NNE,33,ENE,0,59,1022.8,NA,20.7,No,40540
03-12-13,Calcutta,15.9,25,0,NA,NA,NNE,46,NNE,11,66,1018.3,NA,20.7,No,68299
04-12-13,Calcutta,17.3,24.4,0,NA,NA,NNE,50,NNE,17,76,1007.4,NA,20.7,Yes,69555
05-12-13,Calcutta,19.3,27,6.2,NA,NA,WSW,57,WNW,4,92,996.5,NA,20,No,19072
06-12-13,Calcutta,12.3,21.2,0,NA,NA,SSE,37,SSE,13,42,1012.1,NA,17.2,No,77452
07-12-13,Calcutta,14.8,23.3,0,NA,NA,N,30,NE,7,63,1020.4,NA,20.6,No,70631
08-12-13,Calcutta,18.5,26.4,0,NA,NA,NNE,44,NE,2,67,1019.1,NA,21.9,No,76922
09-12-13,Calcutta,18.6,28.6,0,NA,NA,NE,46,NNE,2,68,1009.9,NA,22.6,No,27890
10-12-13,Calcutta,21.6,32.3,0,NA,NA,NNW,50,N,11,49,1003.6,NA,28.5,No,78250
11-12-13,Calcutta,19.8,25,0,NA,NA,SSE,37,E,6,80,1009.8,NA,22.2,No,2580
12-12-13,Calcutta,18.2,24.9,0,NA,NA,NE,46,ENE,6,78,1011.5,NA,22.5,No,16306
13-12-13,Calcutta,18.6,27.7,0,NA,NA,NE,46,NE,15,76,1012.5,NA,22.3,No,49033
14-12-13,Calcutta,20,23.3,0,NA,NA,S,57,S,33,83,1013.6,NA,21.4,No,15137
15-12-13,Calcutta,18.9,26.3,0,NA,NA,ENE,28,E,11,79,1018.6,NA,20.6,No,57732
16-12-13,Calcutta,19.5,26.5,0,NA,NA,NE,31,ENE,19,68,1020.5,NA,23.6,No,74974
17-12-13,Calcutta,19,27.3,0,NA,NA,NNE,46,ENE,4,67,1021.8,NA,23.6,No,11886
18-12-13,Calcutta,19.9,26.8,0,NA,NA,NNE,33,ENE,9,65,1024.1,NA,25,No,39572
19-12-13,Calcutta,19.6,25.1,0,NA,NA,NE,57,NE,26,72,1022.5,NA,22.1,No,21012
20-12-13,Calcutta,19.4,24.8,0,NA,NA,S,46,NE,15,77,1016.9,NA,22.4,No,58818
21-12-13,Calcutta,20.9,23.4,0,NA,NA,SSW,56,S,30,83,1016.3,NA,21.6,No,24871
22-12-13,Calcutta,21.1,26.5,0,NA,NA,NNE,46,N,24,87,1013,NA,22.4,No,59296
23-12-13,Calcutta,21.2,34.7,0,NA,NA,SE,59,NW,13,81,1007.8,NA,23.3,Yes,76508
24-12-13,Calcutta,18.5,21.1,6.4,NA,NA,SE,48,SSE,28,89,1017.9,NA,18.8,No,53573
25-12-13,Calcutta,18.7,21.3,0.2,NA,NA,NNE,44,NE,17,82,1019,NA,21,Yes,41476
26-12-13,Calcutta,19.2,23,15.8,NA,NA,NA,NA,SE,15,86,1012,NA,20.5,Yes,21549
01-01-20,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,66243
02-01-20,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,38627
03-01-20,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,37365
04-01-20,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,10697
05-01-20,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,12725
06-01-20,Calcutta,NA,26,NA,NA,NA,NA,NA,ENE,NA,NA,NA,NA,NA,Yes,27171
07-01-20,Calcutta,19,21,NA,NA,NA,E,57,E,28,74,1018,NA,19.4,Yes,58873
08-01-20,Calcutta,17.9,24,2,NA,NA,ENE,33,E,17,61,1023.1,NA,20.7,No,12425
09-01-20,Calcutta,19.3,28.1,0,NA,NA,NE,31,ENE,24,65,1024.2,NA,20.7,No,32049
10-01-20,Calcutta,18.9,28.1,0,NA,NA,NNE,43,NE,9,78,1022,NA,20.5,No,32589
11-01-20,Calcutta,18.6,28.8,0,NA,NA,NE,28,NE,4,72,1018.9,NA,24.2,No,10734
12-01-20,Calcutta,19.7,26.9,0,NA,NA,E,31,ENE,9,79,1017.4,NA,23.6,No,15219
13-01-20,Calcutta,20.3,26.4,0,NA,NA,E,35,ENE,13,65,1021.7,NA,23.1,No,55198
14-01-20,Calcutta,18.6,28.4,0,NA,NA,N,48,NNE,6,76,1022.3,NA,21.6,No,35545
15-01-20,Calcutta,20.6,27.9,0,NA,NA,N,56,N,11,77,1021.9,NA,23.1,No,55213
16-01-20,Calcutta,19.4,29,0,NA,NA,NNE,41,N,7,74,1019.1,NA,24.6,No,67781
17-01-20,Calcutta,19.6,29,0,NA,NA,NNE,46,NNE,4,81,1016.8,NA,22,No,51000
18-01-20,Calcutta,18.4,24.8,0.2,NA,NA,N,48,N,13,79,1013.1,NA,21.6,No,34540
19-01-20,Calcutta,19,26.3,0,NA,NA,ESE,26,SE,2,77,1009.3,NA,22.7,No,53793
20-01-20,Calcutta,20.9,26.3,0,NA,NA,E,28,ESE,11,87,1009.2,NA,22,No,46827
21-01-20,Calcutta,20.6,24.2,0.8,NA,NA,NE,37,SE,19,93,1009.5,NA,21,No,23609
22-01-20,Calcutta,20.9,23.6,0.4,NA,NA,E,46,ESE,35,83,1016.7,NA,22,No,58512
23-01-20,Calcutta,19.7,24.2,0.4,NA,NA,ENE,35,NE,24,71,1022.8,NA,21.8,No,23718
